"miR451a","miR486","miR21","miR155","miR205","SCGB2A2","AGR2","TFF1","MALAT1","RPLP0"
13.0318734751199,13.7839190454729,12.2888660741658,10.4998458870832,9.68825030913318,7.65821148275179,9.13955135239879,7.96578428466209,13.9155059622319,13.5591380556424
11.8474489039824,13.1655351413779,12.3923174227788,8.34429590791582,9.68999797141945,8.89784545600551,9.90989308377004,10.3465137331656,14.8264491794237,15.2694919831396
13.4218018604699,13.3070584683543,11.8141818841903,9.75321674917896,9.7262181593322,8.98299357469431,10.1163439612375,9.03617361255349,13.3944626946103,14.1237172747915
12.7080061288961,13.0917659385168,10.6156296369681,8.7176764230664,8.58496250072116,8.73470962022584,8.90989308377004,10.3901689562002,14.1398710632125,13.549904967722
13.1307314252732,13.0534168447575,12.4199601778479,9.33091687811462,9.3037807481771,7.03342300153745,10.1382718001722,9.70563238736142,15.8221724614762,14.1411491984375
12.8552578271932,12.5330863421676,13.63106334575,11.2318211786574,9.29920801838728,6.12928301694497,9.04712391211403,9.2240016741981,14.2806257975092,12.9720823085625
13.4761133041527,13.281640300066,10.8089641749193,10.4125698468052,9.83920378809694,8.51175265376738,8.24792751344359,9.6724253419715,15.0662153534674,13.7011981474542
12.1563991448716,12.983171762188,12.8835979074554,9.15987133677839,10.4614794472862,7.98299357469431,8.45532722030456,11.1743015444676,14.1952183937621,13.9301829168653
12.3869402453243,14.5631962722167,11.8517490414161,8.86727873970966,8.38801728534514,8.91886323727459,7.69348695749933,11.292321632802,14.5128021784171,13.8230686381532
15.240306874913,14.1882797519641,12.0828143376723,9.84549005094438,9.3264294871223,9.16239132875691,8.19967234483636,9.41151098801207,14.0989367744618,14.3290955585689
12.5294305541462,13.3317567122555,11.2246046815385,8.67595703294175,10.9483672315847,8.59618975614441,8.6582114827518,9.49585502688717,14.0251395622785,14.0716299521532
12.6805792957802,12.5030803517529,11.8466656818997,9.1873520732005,8.70390357344466,9.22158712126481,9.66355810421727,10.3542493819452,13.6298119443822,14.2584188125988
15.0083410772396,12.2511865035243,13.261213451366,10.1072170755914,8.62570884306447,8.68650052718322,10.4563544151083,8.55458885167764,14.4151475639768,13.4756067843402
15.8558904494532,13.9126087017585,12.6402449362223,10.8978454560055,9.65642486327778,8.98868468677217,7.77478705960117,9.6582114827518,13.5829652028171,14.3908406957667
12.6213650943149,13.2428763671664,13.6353780358504,10.3858624006415,10.3049216695817,7.74819284958946,9.30833903013941,9.32192809488736,14.5678966746932,14.8127288423676
13.2587132401592,13.3996784691529,13.1549762906257,7.6724253419715,9.4655664048094,8.27612440527424,8.07146236255662,9.64024493622235,14.8403353715587,13.3130247225955
13.8218736121658,11.7952279660287,12.5159461791095,10.1006623390052,10.7944158663501,8.65463602852797,9.37937836707126,8.56605403817109,14.3737487937028,13.3605727814807
14.9224914904585,13.7223806351638,13.6454332751643,9.88264304936184,10.3174126137649,9.283088353024,8.85486838326024,7.85798099512757,13.9500090418862,14.6435743858787
12.7679775016039,13.3811373389686,12.5159461791095,10.2033480029798,10.3026389237876,8.06069593168755,7.39231742277876,7.4093909361377,14.4305178896353,13.7623820387104
13.3563144069281,12.2526654324502,12.8525295094042,11.3297963382207,10.0126245388651,8.98013957763916,9.7714894695006,8.29920801838728,13.9354413309312,14.6828300333489
14.1676533486756,12.713386514937,11.8792003179474,7.88264304936184,11.8021124185861,8.18982455888002,8.44708322620965,8.91587937883577,14.7431513941125,13.6174674652942
13.8958592495189,13.2436202928472,12.1935253605012,9.26209484537018,9.24555270625568,8.33539035469392,8.5077946401987,9.07146236255662,12.9469062744564,14.7124195251136
13.252369767926,13.0912700818215,11.5323559252888,10.3685064615077,7.43462822763672,9.29232163280204,8.04439411935845,11.1617617433047,13.9179314442816,13.9486409964182
13.4446266942027,12.8427431807317,12.9924073153485,8.33539035469392,11.0721326041672,6.4594316186373,8.40514146313634,10.3826240265749,12.8435285346111,14.0217607823769
12.4599438483749,12.9787104591064,11.1163439612375,11.1984450414524,8.9915218460757,7.14974711950468,9.33762190199251,8.44708322620965,13.1652210682209,14.7757131503835
13.3619437737352,0,12.8131799430146,10.1598713367784,9.56224242422107,6.96578428466209,8.80413102118332,9.6724253419715,15.021196882265,13.6640027628865
13.3395716783847,13.1634924426179,11.9711842724047,10.6082548219779,10.7747870596012,6.10852445677817,9.25266543245025,8.96578428466209,14.716926609389,13.3296562095196
13.7350270798026,14.1147997113068,13.1497471195047,9.2807707701306,7.83920378809694,7.77478705960117,9.2807707701306,9.07948478382682,13.668774207974,13.6139045440436
13.1103201736097,11.2021238238305,12.7858611057596,10.5774288280357,8.18982455888002,9.20945336562895,10.1098306542788,9.51963625284321,13.1603441706847,14.1337844091799
13.9249980234467,12.8826430493618,13.7117745049653,10.8161836814323,7.83920378809694,8.16992500144231,8.6724253419715,9.92629599478111,12.211279947482,12.9692066229642
